grid_id,TIME,depth,latitude,longitude,avg_temperature,avg_salinity
9.0_61.0,12/28/2021,1000,9,61,7.973799973,35.20081009
9.0_61.0,12/28/2021,2000,9,61,,
9.0_63.0,9/10/2021,10,9,63,28.32518816,36.47481108
9.0_63.0,9/10/2021,100,9,63,23.9894905,35.78328667
9.0_63.0,9/10/2021,200,9,63,15.24800014,35.24700165
9.0_63.0,9/10/2021,500,9,63,11.0333334,35.29602104
9.0_63.0,9/10/2021,1000,9,63,7.75,35.18399811
9.0_63.0,9/10/2021,2000,9,63,,
9.0_63.0,10/28/2021,10,9,63,28.92190373,36.38700104
9.0_63.0,10/28/2021,100,9,63,23.64778464,35.85656762
9.0_63.0,10/28/2021,200,9,63,14.33686322,35.32009774
9.0_63.0,10/28/2021,500,9,63,10.81292128,35.31399918
9.0_63.0,10/28/2021,1000,9,63,7.644000053,35.17100143
9.0_63.0,10/28/2021,2000,9,63,,
9.0_69.0,2/18/2021,10,9,69,28.79706264,33.91699982
9.0_69.0,2/18/2021,100,9,69,25.55400085,35.70700073
9.0_69.0,2/18/2021,200,9,69,16.83628113,35.44280078
9.0_69.0,2/18/2021,500,9,69,11.53493861,35.36091838
9.0_69.0,2/18/2021,1000,9,69,,
9.0_69.0,2/18/2021,2000,9,69,,
9.0_69.0,2/28/2021,10,9,69,28.78561321,34.76596734
9.0_69.0,2/28/2021,100,9,69,26.18999938,35.79501823
9.0_69.0,2/28/2021,200,9,69,16.747347,35.46411603
9.0_69.0,2/28/2021,500,9,69,11.39599991,35.33599854
9.0_69.0,2/28/2021,1000,9,69,8.020000458,35.20700073
9.0_69.0,2/28/2021,2000,9,69,,
9.0_69.0,3/10/2021,10,9,69,29.21650028,34.77700043
9.0_69.0,3/10/2021,100,9,69,24.13699913,35.67699814
9.0_69.0,3/10/2021,200,9,69,16.51374523,35.45747137
9.0_69.0,3/10/2021,500,9,69,11.32874505,35.33111885
9.0_69.0,3/10/2021,1000,9,69,8.057999611,35.20999908
9.0_69.0,3/10/2021,2000,9,69,,
9.0_83.0,5/18/2021,10,9,83,30.59772972,33.34708836
9.0_83.0,5/18/2021,100,9,83,23.99454035,34.88362867
9.0_83.0,5/18/2021,200,9,83,15.60608463,35.00209933
9.0_83.0,5/18/2021,500,9,83,9.909825062,35.04830461
9.0_83.0,5/18/2021,1000,9,83,,
9.0_83.0,5/18/2021,2000,9,83,,
9.0_83.0,5/28/2021,10,9,83,29.77797987,33.574203
9.0_83.0,5/28/2021,100,9,83,24.32464379,34.88207395
9.0_83.0,5/28/2021,200,9,83,15.66154995,35.00312298
9.0_83.0,5/28/2021,500,9,83,9.833294706,35.05770714
9.0_83.0,5/28/2021,1000,9,83,6.424588378,34.9517337
9.0_83.0,5/28/2021,2000,9,83,,
9.0_87.0,1/18/2021,10,9,87,28.52110165,34.12884773
9.0_87.0,1/18/2021,100,9,87,26.24355451,34.83011746
9.0_87.0,1/18/2021,200,9,87,16.52184975,34.98123951
9.0_87.0,1/18/2021,500,9,87,10.29297133,35.04731219
9.0_87.0,1/18/2021,1000,9,87,6.757049806,34.93644249
9.0_87.0,1/18/2021,2000,9,87,,
9.0_87.0,1/28/2021,10,9,87,28.37417167,34.12074124
9.0_87.0,1/28/2021,100,9,87,24.92405201,34.80086601
9.0_87.0,1/28/2021,200,9,87,16.08736722,34.97005098
9.0_87.0,1/28/2021,500,9,87,10.23368103,35.04360286
9.0_87.0,1/28/2021,1000,9,87,6.646665372,34.9312294
9.0_87.0,1/28/2021,2000,9,87,,
9.0_87.0,2/18/2021,10,9,87,28.06550026,33.70100021
9.0_87.0,2/18/2021,100,9,87,24.24050045,34.77599907
9.0_87.0,2/18/2021,200,9,87,15.79150009,34.94249916
9.0_87.0,2/18/2021,500,9,87,10.08812107,35.03648388
9.0_87.0,2/18/2021,1000,9,87,6.641333072,34.94056486
9.0_87.0,2/18/2021,2000,9,87,,
9.0_87.0,4/18/2021,10,9,87,30.28183943,33.05685158
9.0_87.0,4/18/2021,100,9,87,25.50504149,34.43110413
9.0_87.0,4/18/2021,200,9,87,14.83712981,34.9570331
9.0_87.0,4/18/2021,500,9,87,9.848293372,35.02269818
9.0_87.0,4/18/2021,1000,9,87,6.61564812,34.93057072
9.0_87.0,4/18/2021,2000,9,87,,
9.0_87.0,4/28/2021,10,9,87,30.70654969,33.16456799
9.0_87.0,4/28/2021,100,9,87,23.59121258,34.87140597
9.0_87.0,4/28/2021,200,9,87,13.93380757,34.98235847
9.0_87.0,4/28/2021,500,9,87,9.900607469,35.02523173
9.0_87.0,4/28/2021,1000,9,87,6.699204505,34.93325511
9.0_87.0,4/28/2021,2000,9,87,,
9.0_87.0,7/18/2021,10,9,87,29.1452946,33.64977608
9.0_87.0,7/18/2021,100,9,87,25.59754459,34.99397975
9.0_87.0,7/18/2021,200,9,87,15.71414936,34.91489629
9.0_87.0,7/18/2021,500,9,87,10.1058406,35.03606447
9.0_87.0,7/18/2021,1000,9,87,6.700599957,34.93321075
9.0_87.0,7/18/2021,2000,9,87,,
9.0_87.0,7/28/2021,10,9,87,28.99125988,34.25327873
9.0_87.0,7/28/2021,100,9,87,25.07592678,35.04443557
9.0_87.0,7/28/2021,200,9,87,15.6765961,34.91330881
9.0_87.0,7/28/2021,500,9,87,10.09325267,35.03384605
9.0_87.0,7/28/2021,1000,9,87,6.777378392,34.93323146
9.0_87.0,7/28/2021,2000,9,87,,
9.0_87.0,8/28/2021,10,9,87,28.84287645,33.78770834
9.0_87.0,8/28/2021,100,9,87,23.68030013,34.98875079
9.0_87.0,8/28/2021,200,9,87,15.60236283,34.88369412
9.0_87.0,8/28/2021,500,9,87,10.09897666,35.02612275
9.0_87.0,8/28/2021,1000,9,87,6.593739257,34.92516383
9.0_87.0,8/28/2021,2000,9,87,,
9.0_87.0,9/1/2021,10,9,87,28.80122277,33.85507343
9.0_87.0,9/1/2021,100,9,87,24.68910383,34.69553383
9.0_87.0,9/1/2021,200,9,87,16.28521795,34.96286973
9.0_87.0,9/1/2021,500,9,87,10.08620427,35.0393249
9.0_87.0,9/1/2021,1000,9,87,6.603925954,34.92797442
9.0_87.0,9/1/2021,2000,9,87,,
9.0_87.0,10/1/2021,10,9,87,28.91507725,33.6978349
9.0_87.0,10/1/2021,100,9,87,24.4319056,34.63256572
9.0_87.0,10/1/2021,200,9,87,14.41011079,34.94918315
9.0_87.0,10/1/2021,500,9,87,9.853928896,35.02816446
9.0_87.0,10/1/2021,1000,9,87,6.500000038,34.92644759
9.0_87.0,10/1/2021,2000,9,87,,
9.0_87.0,11/10/2021,10,9,87,29.14100075,33.32534027
9.0_87.0,11/10/2021,100,9,87,20.30181781,34.85734801
9.0_87.0,11/10/2021,200,9,87,13.1576666,35.01187652
9.0_87.0,11/10/2021,500,9,87,9.87286429,35.03280965
9.0_87.0,11/10/2021,1000,9,87,6.701037126,34.9352561
9.0_87.0,11/10/2021,2000,9,87,,
9.0_87.0,12/1/2021,10,9,87,28.68995285,33.53205872
9.0_87.0,12/1/2021,100,9,87,21.36801017,34.6101728
9.0_87.0,12/1/2021,200,9,87,14.11355548,34.97894584
9.0_87.0,12/1/2021,500,9,87,9.954375354,35.04109144
9.0_87.0,12/1/2021,1000,9,87,6.729978543,34.9338461
9.0_87.0,12/1/2021,2000,9,87,,
9.0_89.0,3/1/2021,10,9,89,28.75695283,33.52223131
9.0_89.0,3/1/2021,100,9,89,24.23613916,34.83357172
9.0_89.0,3/1/2021,200,9,89,14.15554796,34.96580853
9.0_89.0,3/1/2021,500,9,89,9.908182268,35.02662341
9.0_89.0,3/1/2021,1000,9,89,6.482229677,34.92458877
9.0_89.0,3/1/2021,2000,9,89,,
9.0_89.0,8/18/2021,10,9,89,28.97039406,33.79282563
9.0_89.0,8/18/2021,100,9,89,24.19870395,34.72235914
9.0_89.0,8/18/2021,200,9,89,15.77595667,34.9172248
9.0_89.0,8/18/2021,500,9,89,10.1221297,35.04325135
9.0_89.0,8/18/2021,1000,9,89,6.726992223,34.93025628
9.0_89.0,8/18/2021,2000,9,89,,
-1.0_63.0,1/18/2022,10,-1,63,27.53659971,35.40279922
-1.0_63.0,1/18/2022,100,-1,63,21.99187448,35.30843615
-1.0_63.0,1/18/2022,200,-1,63,13.6930624,35.13750147
-1.0_63.0,1/18/2022,500,-1,63,9.775640263,34.99764083
-1.0_63.0,1/18/2022,1000,-1,63,7.253887767,35.0013666
-1.0_63.0,1/18/2022,2000,-1,63,,
-1.0_63.0,7/1/2022,10,-1,63,29.6614146,35.31624697
-1.0_63.0,7/1/2022,100,-1,63,21.12086062,35.41745065
-1.0_63.0,7/1/2022,200,-1,63,13.99396286,35.14124101
-1.0_63.0,7/1/2022,500,-1,63,10.01145516,34.99798127
-1.0_63.0,7/1/2022,1000,-1,63,6.489952463,34.93773939
-1.0_63.0,7/1/2022,2000,-1,63,,
-1.0_63.0,11/10/2022,10,-1,63,28.30699921,35.46500015
-1.0_63.0,11/10/2022,100,-1,63,18.55759947,35.28605927
-1.0_63.0,11/10/2022,200,-1,63,12.93227964,35.11899948
-1.0_63.0,11/10/2022,500,-1,63,10.05176007,35.00899887
-1.0_63.0,11/10/2022,1000,-1,63,6.953820017,34.9950589
-1.0_63.0,11/10/2022,2000,-1,63,,
-1.0_63.0,12/10/2022,10,-1,63,28.26822467,35.52515144
-1.0_63.0,12/10/2022,100,-1,63,21.04899995,35.29999924
-1.0_63.0,12/10/2022,200,-1,63,13.82567515,35.17300034
-1.0_63.0,12/10/2022,500,-1,63,9.488250334,34.95999908
-1.0_63.0,12/10/2022,1000,-1,63,6.947500342,34.98037468
-1.0_63.0,12/10/2022,2000,-1,63,,
-1.0_65.0,1/28/2022,10,-1,65,28.21062999,35.13829662
-1.0_65.0,1/28/2022,100,-1,65,22.38946553,35.28397129
-1.0_65.0,1/28/2022,200,-1,65,13.40988889,35.1238895
-1.0_65.0,1/28/2022,500,-1,65,9.798999923,34.99403961
-1.0_65.0,1/28/2022,1000,-1,65,7.198797844,35.00786818
-1.0_65.0,1/28/2022,2000,-1,65,,
-1.0_65.0,6/1/2022,10,-1,65,30.64050007,35.46450043
-1.0_65.0,6/1/2022,100,-1,65,19.93789562,35.39037706
-1.0_65.0,6/1/2022,200,-1,65,12.67909446,35.0891327
-1.0_65.0,6/1/2022,500,-1,65,9.881395638,35.00699997
-1.0_65.0,6/1/2022,1000,-1,65,6.660582557,34.95611394
-1.0_65.0,6/1/2022,2000,-1,65,,
-1.0_67.0,3/18/2022,10,-1,67,30.09957123,35.15857206
-1.0_67.0,3/18/2022,100,-1,67,22.18750566,35.35937421
-1.0_67.0,3/18/2022,200,-1,67,14.10952098,35.16875062
-1.0_67.0,3/18/2022,500,-1,67,9.934900072,34.99704163
-1.0_67.0,3/18/2022,1000,-1,67,6.81701047,34.97194165
-1.0_67.0,3/18/2022,2000,-1,67,,
-1.0_67.0,3/28/2022,10,-1,67,29.71933982,35.19557385
-1.0_67.0,3/28/2022,100,-1,67,24.02332549,35.49339976
-1.0_67.0,3/28/2022,200,-1,67,15.14608319,35.18966627
-1.0_67.0,3/28/2022,500,-1,67,10.05406041,34.9968197
-1.0_67.0,3/28/2022,1000,-1,67,6.886502544,34.9755614
-1.0_67.0,3/28/2022,2000,-1,67,,
-1.0_69.0,7/10/2022,10,-1,69,29.790364,35.22390816
-1.0_69.0,7/10/2022,100,-1,69,20.25249958,35.28999901
-1.0_69.0,7/10/2022,200,-1,69,14.05950022,35.15100098
-1.0_69.0,7/10/2022,500,-1,69,9.742578078,34.97000122
-1.0_69.0,7/10/2022,1000,-1,69,6.736676961,34.96386972
-1.0_69.0,7/10/2022,2000,-1,69,,
-1.0_71.0,6/10/2022,10,-1,71,29.95536423,35.44109102
-1.0_71.0,6/10/2022,100,-1,71,21.13944517,35.3429985
-1.0_71.0,6/10/2022,200,-1,71,12.84700012,35.11949921
-1.0_71.0,6/10/2022,500,-1,71,9.450414151,34.92454498
-1.0_71.0,6/10/2022,1000,-1,71,6.842633026,34.97268266
-1.0_71.0,6/10/2022,2000,-1,71,,
-1.0_73.0,4/1/2022,10,-1,73,29.43022156,35.17055554
-1.0_73.0,4/1/2022,100,-1,73,21.29818123,35.30036268
-1.0_73.0,4/1/2022,200,-1,73,14.31459991,35.15880049
-1.0_73.0,4/1/2022,500,-1,73,9.701640721,34.94510651
-1.0_73.0,4/1/2022,1000,-1,73,6.687545256,34.95927221
-1.0_73.0,4/1/2022,2000,-1,73,,
-1.0_75.0,1/1/2022,10,-1,75,28.80350018,35.38000107
-1.0_75.0,1/1/2022,100,-1,75,22.06640011,35.36899948
-1.0_75.0,1/1/2022,200,-1,75,14.00127303,35.15045582
-1.0_75.0,1/1/2022,500,-1,75,9.867222476,35.00761588
-1.0_75.0,1/1/2022,1000,-1,75,6.701860072,34.95877624
-1.0_75.0,1/1/2022,2000,-1,75,,
-1.0_77.0,2/10/2022,10,-1,77,29.27280007,35.10659866
-1.0_77.0,2/10/2022,100,-1,77,22.06799971,35.08922198
-1.0_77.0,2/10/2022,200,-1,77,13.47919987,35.13239974
-1.0_77.0,2/10/2022,500,-1,77,9.528408016,34.96500015
-1.0_77.0,2/10/2022,1000,-1,77,6.746908406,34.95964717
-1.0_77.0,2/10/2022,2000,-1,77,,
-1.0_81.0,3/1/2022,10,-1,81,29.67081285,34.85545762
-1.0_81.0,3/1/2022,100,-1,81,22.02286146,35.16404417
-1.0_81.0,3/1/2022,200,-1,81,13.13952766,35.11144426
-1.0_81.0,3/1/2022,500,-1,81,9.686645074,34.93770956
-1.0_81.0,3/1/2022,1000,-1,81,7.122600153,34.95980073
-1.0_81.0,3/1/2022,2000,-1,81,,
-1.0_81.0,4/10/2022,10,-1,81,30.07387794,34.87870882
-1.0_81.0,4/10/2022,100,-1,81,22.22286893,35.21784708
-1.0_81.0,4/10/2022,200,-1,81,13.63863857,35.12351146
-1.0_81.0,4/10/2022,500,-1,81,10.07967736,35.00386995
-1.0_81.0,4/10/2022,1000,-1,81,7.41566658,34.97041766
-1.0_81.0,4/10/2022,2000,-1,81,,
-1.0_81.0,5/10/2022,10,-1,81,29.38615709,34.96521056
-1.0_81.0,5/10/2022,100,-1,81,23.99099952,35.40672942
-1.0_81.0,5/10/2022,200,-1,81,13.42370004,35.10985069
-1.0_81.0,5/10/2022,500,-1,81,10.21290431,35.00238167
-1.0_81.0,5/10/2022,1000,-1,81,6.845143679,34.93444014
-1.0_81.0,5/10/2022,2000,-1,81,,
-1.0_85.0,4/18/2022,10,-1,85,30.58161501,34.76129209
-1.0_85.0,4/18/2022,100,-1,85,22.8546003,35.30553947
-1.0_85.0,4/18/2022,200,-1,85,14.59287623,35.14826546
-1.0_85.0,4/18/2022,500,-1,85,10.33425023,34.99868738
-1.0_85.0,4/18/2022,1000,-1,85,6.71257772,34.9344887
-1.0_85.0,4/18/2022,2000,-1,85,,
-1.0_85.0,8/1/2022,10,-1,85,28.8864994,34.82099915
-1.0_85.0,8/1/2022,100,-1,85,17.22527284,35.13772583
-1.0_85.0,8/1/2022,200,-1,85,13.2377996,35.11399841
-1.0_85.0,8/1/2022,500,-1,85,9.75699043,35.0240293
-1.0_85.0,8/1/2022,1000,-1,85,6.615369538,34.93226638
-1.0_85.0,8/1/2022,2000,-1,85,,
-1.0_87.0,1/10/2022,10,-1,87,29.02700043,34.69441986
-1.0_87.0,1/10/2022,100,-1,87,25.0286371,35.31166904
-1.0_87.0,1/10/2022,200,-1,87,13.15971209,35.09632401
-1.0_87.0,1/10/2022,500,-1,87,9.680334985,34.98365535
-1.0_87.0,1/10/2022,1000,-1,87,6.460686888,34.9253931
-1.0_87.0,1/10/2022,2000,-1,87,,
-1.0_87.0,3/10/2022,10,-1,87,29.97200076,34.68943329
-1.0_87.0,3/10/2022,100,-1,87,22.12860412,35.05934015
-1.0_87.0,3/10/2022,200,-1,87,14.12214285,35.12398311
-1.0_87.0,3/10/2022,500,-1,87,9.944048098,34.99668481
-1.0_87.0,3/10/2022,1000,-1,87,7.127868481,34.94524405
-1.0_87.0,3/10/2022,2000,-1,87,,
-1.0_87.0,4/28/2022,10,-1,87,30.60700083,34.58953381
-1.0_87.0,4/28/2022,100,-1,87,23.32959419,35.33015978
-1.0_87.0,4/28/2022,200,-1,87,14.26740704,35.1319137
-1.0_87.0,4/28/2022,500,-1,87,10.20274902,35.00497567
-1.0_87.0,4/28/2022,1000,-1,87,7.062255848,34.94611031
-1.0_87.0,4/28/2022,2000,-1,87,,
-1.0_89.0,2/28/2022,10,-1,89,29.83076873,34.32798767
-1.0_89.0,2/28/2022,100,-1,89,25.03952496,35.14759488
-1.0_89.0,2/28/2022,200,-1,89,13.07762428,35.09907437
-1.0_89.0,2/28/2022,500,-1,89,9.586474069,34.97745577
-1.0_89.0,2/28/2022,1000,-1,89,7.309298767,34.96266367
-1.0_89.0,2/28/2022,2000,-1,89,,
-1.0_89.0,6/18/2022,10,-1,89,29.61803705,34.82702495
-1.0_89.0,6/18/2022,100,-1,89,29.01656351,35.21551262
-1.0_89.0,6/18/2022,200,-1,89,14.13046937,35.11373481
-1.0_89.0,6/18/2022,500,-1,89,9.741396031,34.97666208
-1.0_89.0,6/18/2022,1000,-1,89,6.484408165,34.91414269
-1.0_89.0,6/18/2022,2000,-1,89,,
-1.0_89.0,6/28/2022,10,-1,89,29.72103574,34.63498032
-1.0_89.0,6/28/2022,100,-1,89,28.48868167,34.77548399
-1.0_89.0,6/28/2022,200,-1,89,13.8644551,35.10989574
-1.0_89.0,6/28/2022,500,-1,89,9.642657363,34.96628821
-1.0_89.0,6/28/2022,1000,-1,89,6.605349511,34.91794672
-1.0_89.0,6/28/2022,2000,-1,89,,
-1.0_91.0,2/18/2022,10,-1,91,29.83252287,34.01277334
-1.0_91.0,2/18/2022,100,-1,91,20.99297674,35.01574009
-1.0_91.0,2/18/2022,200,-1,91,12.51491827,35.09110159
-1.0_91.0,2/18/2022,500,-1,91,9.799709619,34.98222006
-1.0_91.0,2/18/2022,1000,-1,91,6.643366739,34.92841249
-1.0_91.0,2/18/2022,2000,-1,91,,
-1.0_91.0,3/1/2022,10,-1,91,30.091761,34.14890307
-1.0_91.0,3/1/2022,100,-1,91,21.35300064,34.9129982
-1.0_91.0,3/1/2022,200,-1,91,12.85900021,35.09999847
-1.0_91.0,3/1/2022,500,-1,91,,
-1.0_91.0,3/1/2022,1000,-1,91,,
-1.0_91.0,3/1/2022,2000,-1,91,,
-1.0_91.0,7/18/2022,10,-1,91,29.74325811,34.5364637
-1.0_91.0,7/18/2022,100,-1,91,26.81264731,34.95827664
-1.0_91.0,7/18/2022,200,-1,91,13.25308066,35.10333212
-1.0_91.0,7/18/2022,500,-1,91,9.644944111,35.00347446
-1.0_91.0,7/18/2022,1000,-1,91,6.796138264,34.92702653
-1.0_91.0,7/18/2022,2000,-1,91,,
-1.0_91.0,7/28/2022,10,-1,91,29.10606983,34.41198954
-1.0_91.0,7/28/2022,100,-1,91,27.57978669,34.6727229
-1.0_91.0,7/28/2022,200,-1,91,13.04047508,35.09613231
-1.0_91.0,7/28/2022,500,-1,91,9.710185612,35.00281357
-1.0_91.0,7/28/2022,1000,-1,91,6.549059969,34.91379383
-1.0_91.0,7/28/2022,2000,-1,91,,
-1.0_93.0,1/1/2022,10,-1,93,29.3029995,34.04999924
-1.0_93.0,1/1/2022,100,-1,93,26.34132142,34.67983985
-1.0_93.0,1/1/2022,200,-1,93,12.52099991,35.09799957
-1.0_93.0,1/1/2022,500,-1,93,,
-1.0_93.0,1/1/2022,1000,-1,93,,
-1.0_93.0,1/1/2022,2000,-1,93,,
-1.0_93.0,2/28/2022,10,-1,93,30.33123532,33.99423599
-1.0_93.0,2/28/2022,100,-1,93,19.36113774,35.07484277
-1.0_93.0,2/28/2022,200,-1,93,12.57096116,35.0890007
-1.0_93.0,2/28/2022,500,-1,93,9.672524406,35.01888067
-1.0_93.0,2/28/2022,1000,-1,93,6.818020934,34.94656938
-1.0_93.0,2/28/2022,2000,-1,93,,
-1.0_93.0,3/10/2022,10,-1,93,29.80246739,34.21451153
-1.0_93.0,3/10/2022,100,-1,93,19.2793129,35.22249936
-1.0_93.0,3/10/2022,200,-1,93,13.12848218,35.1100363
-1.0_93.0,3/10/2022,500,-1,93,9.711495064,35.00443702
-1.0_93.0,3/10/2022,1000,-1,93,6.956513052,34.94895775
-1.0_93.0,3/10/2022,2000,-1,93,,
-11.0_61.0,12/1/2022,10,-11,61,27.26066637,35.42186769
-11.0_61.0,12/1/2022,100,-11,61,21.42027407,35.09057065
-11.0_61.0,12/1/2022,200,-11,61,14.52389985,35.2036129
-11.0_61.0,12/1/2022,500,-11,61,8.199850523,34.72188589
-11.0_61.0,12/1/2022,1000,-11,61,5.841599938,34.77618962
-11.0_61.0,12/1/2022,2000,-11,61,,
-11.0_61.0,12/18/2022,10,-11,61,27.96493824,35.29950745
-11.0_61.0,12/18/2022,100,-11,61,19.17819051,35.15793958
-11.0_61.0,12/18/2022,200,-11,61,14.67053269,35.1886327
-11.0_61.0,12/18/2022,500,-11,61,8.495902448,34.72056774
-11.0_61.0,12/18/2022,1000,-11,61,5.661138903,34.77248601
-11.0_61.0,12/18/2022,2000,-11,61,,
-11.0_61.0,12/28/2022,10,-11,61,28.4981664,35.06367683
-11.0_61.0,12/28/2022,100,-11,61,19.79770002,35.26152156
-11.0_61.0,12/28/2022,200,-11,61,13.11957117,35.06504113
-11.0_61.0,12/28/2022,500,-11,61,8.751473521,34.72861581
-11.0_61.0,12/28/2022,1000,-11,61,5.727217421,34.78157441
-11.0_61.0,12/28/2022,2000,-11,61,,
-11.0_63.0,2/1/2022,10,-11,63,28.93199921,34.5483017
-11.0_63.0,2/1/2022,100,-11,63,17.17840042,35.14274292
-11.0_63.0,2/1/2022,200,-11,63,13.91129438,35.07320404
-11.0_63.0,2/1/2022,500,-11,63,9.570079994,34.82423065
-11.0_63.0,2/1/2022,1000,-11,63,6.168559818,34.76288895
-11.0_63.0,2/1/2022,2000,-11,63,,
-11.0_67.0,1/10/2022,10,-11,67,29.9123402,34.7279471
-11.0_67.0,1/10/2022,100,-11,67,16.77861832,35.1276919
-11.0_67.0,1/10/2022,200,-11,67,14.03899956,35.06800079
-11.0_67.0,1/10/2022,500,-11,67,9.44538912,34.83336883
-11.0_67.0,1/10/2022,1000,-11,67,6.045762796,34.75392785
-11.0_67.0,1/10/2022,2000,-11,67,,
-11.0_67.0,8/10/2022,10,-11,67,25.13599968,35.01688004
-11.0_67.0,8/10/2022,100,-11,67,21.50681825,35.17646304
-11.0_67.0,8/10/2022,200,-11,67,13.96705521,35.08861457
-11.0_67.0,8/10/2022,500,-11,67,8.804319992,34.77288483
-11.0_67.0,8/10/2022,1000,-11,67,5.631519985,34.7557402
-11.0_67.0,8/10/2022,2000,-11,67,,
-11.0_81.0,4/18/2022,10,-11,81,29.02671352,33.87012308
-11.0_81.0,4/18/2022,100,-11,81,18.47091079,34.91460933
-11.0_81.0,4/18/2022,200,-11,81,12.96418419,34.84000749
-11.0_81.0,4/18/2022,500,-11,81,8.470380073,34.74969565
-11.0_81.0,4/18/2022,1000,-11,81,5.226488207,34.67573149
-11.0_81.0,4/18/2022,2000,-11,81,,
-11.0_83.0,7/1/2022,10,-11,83,26.39202616,34.2347099
-11.0_83.0,7/1/2022,100,-11,83,18.99323713,34.87702661
-11.0_83.0,7/1/2022,200,-11,83,12.74862441,34.70659007
-11.0_83.0,7/1/2022,500,-11,83,8.681179199,34.76005372
-11.0_83.0,7/1/2022,1000,-11,83,5.397558417,34.69615613
-11.0_83.0,7/1/2022,2000,-11,83,,
-11.0_83.0,7/10/2022,10,-11,83,26.57837424,34.24101775
-11.0_83.0,7/10/2022,100,-11,83,18.55585074,34.86601584
-11.0_83.0,7/10/2022,200,-11,83,12.67558839,34.77706041
-11.0_83.0,7/10/2022,500,-11,83,8.446261194,34.72856978
-11.0_83.0,7/10/2022,1000,-11,83,5.454047271,34.69495585
-11.0_83.0,7/10/2022,2000,-11,83,,
-11.0_85.0,3/1/2022,10,-11,85,27.97805061,33.86378803
-11.0_85.0,3/1/2022,100,-11,85,19.68533912,35.09311501
-11.0_85.0,3/1/2022,200,-11,85,13.65176944,34.85740281
-11.0_85.0,3/1/2022,500,-11,85,8.256999969,34.6995697
-11.0_85.0,3/1/2022,1000,-11,85,5.168000221,34.65858841
-11.0_85.0,3/1/2022,2000,-11,85,2.395999908,34.73974991
-11.0_85.0,6/1/2022,10,-11,85,27.06662464,34.18814611
-11.0_85.0,6/1/2022,100,-11,85,17.69312453,34.7611804
-11.0_85.0,6/1/2022,200,-11,85,12.91675007,34.85532379
-11.0_85.0,6/1/2022,500,-11,85,8.825124979,34.78460217
-11.0_85.0,6/1/2022,1000,-11,85,5.501875103,34.71678114
-11.0_85.0,6/1/2022,2000,-11,85,,
-11.0_85.0,7/10/2022,10,-11,85,27.39986969,34.49414825
-11.0_85.0,7/10/2022,100,-11,85,16.3977308,34.87193535
-11.0_85.0,7/10/2022,200,-11,85,12.67674007,34.88284052
-11.0_85.0,7/10/2022,500,-11,85,8.984089626,34.781469
-11.0_85.0,7/10/2022,1000,-11,85,5.651360027,34.72921787
-11.0_85.0,7/10/2022,2000,-11,85,,
-11.0_85.0,7/28/2022,10,-11,85,26.01067978,34.57245206
-11.0_85.0,7/28/2022,100,-11,85,16.53468886,34.85261692
-11.0_85.0,7/28/2022,200,-11,85,12.80333003,34.78918535
-11.0_85.0,7/28/2022,500,-11,85,8.472039935,34.735017
-11.0_85.0,7/28/2022,1000,-11,85,5.302268504,34.67542849
-11.0_85.0,7/28/2022,2000,-11,85,,
-11.0_85.0,10/1/2022,10,-11,85,27.82695388,34.75488976
-11.0_85.0,10/1/2022,100,-11,85,17.63589923,34.92396026
-11.0_85.0,10/1/2022,200,-11,85,12.82381688,34.84949168
-11.0_85.0,10/1/2022,500,-11,85,8.882360298,34.77103272
-11.0_85.0,10/1/2022,1000,-11,85,5.471573781,34.66782584
-11.0_85.0,10/1/2022,2000,-11,85,,
-11.0_87.0,6/10/2022,10,-11,87,26.34000015,34.2918227
-11.0_87.0,6/10/2022,100,-11,87,18.72111982,35.04417596
-11.0_87.0,6/10/2022,200,-11,87,13.12081531,34.89715568
-11.0_87.0,6/10/2022,500,-11,87,8.889124952,34.78592011
-11.0_87.0,6/10/2022,1000,-11,87,5.566125134,34.72182255
-11.0_87.0,6/10/2022,2000,-11,87,,
-11.0_87.0,9/18/2022,10,-11,87,27.2251804,34.72203323
-11.0_87.0,9/18/2022,100,-11,87,16.52287923,34.80163569
-11.0_87.0,9/18/2022,200,-11,87,12.57172044,34.84676611
-11.0_87.0,9/18/2022,500,-11,87,8.973599932,34.79821824
-11.0_87.0,9/18/2022,1000,-11,87,5.792899801,34.72679137
-11.0_87.0,9/18/2022,2000,-11,87,,
-11.0_87.0,9/28/2022,10,-11,87,27.75900078,34.49902456
-11.0_87.0,9/28/2022,100,-11,87,17.1643748,34.79779036
-11.0_87.0,9/28/2022,200,-11,87,12.8974327,34.83211455
-11.0_87.0,9/28/2022,500,-11,87,9.006034583,34.79400364
-11.0_87.0,9/28/2022,1000,-11,87,6.010965155,34.73808121
-11.0_87.0,9/28/2022,2000,-11,87,,
-11.0_87.0,10/18/2022,10,-11,87,28.11131989,33.80080475
-11.0_87.0,10/18/2022,100,-11,87,22.53604012,34.96798018
-11.0_87.0,10/18/2022,200,-11,87,13.92056029,34.65450836
-11.0_87.0,10/18/2022,500,-11,87,8.855840038,34.75678163
-11.0_87.0,10/18/2022,1000,-11,87,5.377280017,34.67985916
-11.0_87.0,10/18/2022,2000,-11,87,,
-11.0_87.0,10/28/2022,10,-11,87,28.07722509,34.00536612
-11.0_87.0,10/28/2022,100,-11,87,28.03833168,34.58397363
