TIME,grid_id,latitude,longitude,avg_temperature,avg_salinity,argo_float_ids
2022-02-10,21.0_61.0,21.0,61.0,24.34804344177246,36.46224594116211,[np.int64(6903059)]
2022-02-10,3.0_87.0,3.0,87.0,29.48128890991211,34.75160217285156,[np.int64(2902244)]
2022-02-10,5.0_75.0,5.0,75.0,29.107666015625,34.038177490234375,[np.int64(1902284)]
2022-02-10,5.0_85.0,5.0,85.0,29.18522071838379,34.72349548339844,[np.int64(2902853)]
2022-02-10,5.0_87.0,5.0,87.0,28.972076416015625,33.920997619628906,[np.int64(2902764)]
2022-02-18,-1.0_91.0,-1.0,91.0,29.76477813720703,34.04222106933594,[np.int64(2902854)]
2022-02-18,-3.0_67.0,-3.0,67.0,27.896652221679688,35.04830551147461,[np.int64(1902285)]
2022-02-18,-3.0_89.0,-3.0,89.0,29.769927978515625,34.32583236694336,[np.int64(2902767)]
2022-02-18,-5.0_85.0,-5.0,85.0,28.18961524963379,34.36036682128906,[np.int64(2902773)]
2022-02-18,13.0_87.0,13.0,87.0,26.856571197509766,32.650203704833984,[np.int64(2902770)]
2022-02-18,15.0_67.0,15.0,67.0,27.085538864135742,36.51918411254883,[np.int64(2902270)]
2022-02-18,15.0_69.0,15.0,69.0,27.09861183166504,35.95097351074219,[np.int64(2902273)]
2022-02-18,15.0_87.0,15.0,87.0,26.687532424926758,32.76628875732422,[np.int64(2902772)]
2022-02-18,15.0_89.0,15.0,89.0,27.224668502807617,31.778615951538086,[np.int64(2902768)]
2022-02-18,17.0_89.0,17.0,89.0,25.974332809448242,32.28066635131836,[np.int64(2902758)]
2022-02-18,19.0_65.0,19.0,65.0,25.271896362304688,36.287784576416016,[np.int64(2902272)]
2022-02-18,21.0_61.0,21.0,61.0,24.44524383544922,36.4825325012207,[np.int64(6903059)]
2022-02-18,3.0_93.0,3.0,93.0,29.567399978637695,34.299076080322266,[np.int64(5904729)]
2022-02-28,-1.0_89.0,-1.0,89.0,29.798076629638672,34.341514587402344,[np.int64(2902767)]
2022-02-28,-1.0_93.0,-1.0,93.0,30.05699920654297,34.07344436645508,[np.int64(2902854)]
2022-02-28,-5.0_65.0,-5.0,65.0,28.346912384033203,35.132171630859375,[np.int64(1902285)]
2022-02-28,-5.0_85.0,-5.0,85.0,28.787073135375977,34.29269790649414,[np.int64(2902773)]
2022-02-28,13.0_87.0,13.0,87.0,27.325862884521484,33.162391662597656,"[np.int64(2902770), np.int64(2902772)]"
2022-02-28,13.0_89.0,13.0,89.0,26.8981990814209,32.21755599975586,[np.int64(2902768)]
2022-02-28,15.0_67.0,15.0,67.0,27.117637634277344,36.45821762084961,[np.int64(2902270)]
2022-02-28,17.0_89.0,17.0,89.0,26.33388900756836,32.57688903808594,[np.int64(2902758)]
2022-02-28,19.0_65.0,19.0,65.0,25.55765724182129,36.07406997680664,[np.int64(2902272)]
2022-02-28,23.0_61.0,23.0,61.0,24.52953338623047,36.56840515136719,[np.int64(6903059)]
2022-02-28,3.0_93.0,3.0,93.0,29.592208862304688,34.46871566772461,[np.int64(5904729)]
2022-03-01,-1.0_81.0,-1.0,81.0,29.552555084228516,34.86277770996094,[np.int64(2902850)]
2022-03-01,-1.0_91.0,-1.0,91.0,30.062332153320312,34.151206970214844,[np.int64(2902215)]
2022-03-01,-11.0_85.0,-11.0,85.0,27.64664649963379,33.98591995239258,[np.int64(1902053)]
2022-03-01,-13.0_61.0,-13.0,61.0,27.40726089477539,34.742130279541016,[np.int64(1902056)]
2022-03-01,-13.0_85.0,-13.0,85.0,27.65629005432129,33.81914138793945,[np.int64(5906280)]
2022-03-01,-3.0_77.0,-3.0,77.0,28.92424964904785,34.730377197265625,[np.int64(1901910)]
2022-03-01,1.0_83.0,1.0,83.0,29.633399963378906,34.635807037353516,[np.int64(2902777)]
2022-03-01,19.0_69.0,19.0,69.0,26.84804344177246,35.54996109008789,[np.int64(2902275)]
2022-03-01,23.0_59.0,23.0,59.0,23.741456985473633,36.6689567565918,[np.int64(6903058)]
2022-03-01,23.0_61.0,23.0,61.0,23.9615421295166,36.61874771118164,[np.int64(6903046)]
2022-03-01,23.0_63.0,23.0,63.0,24.35795783996582,36.54902267456055,[np.int64(6903063)]
2022-03-01,25.0_63.0,25.0,63.0,23.820083618164062,36.345298767089844,[np.int64(6903008)]
2022-03-01,9.0_85.0,9.0,85.0,28.509302139282227,33.72638702392578,[np.int64(2902852)]
2022-03-10,-1.0_87.0,-1.0,87.0,29.987585067749023,34.693302154541016,[np.int64(2902767)]
2022-03-10,-1.0_93.0,-1.0,93.0,29.799665451049805,34.224334716796875,[np.int64(2902854)]
2022-03-10,-3.0_77.0,-3.0,77.0,29.04574966430664,34.712501525878906,[np.int64(1901910)]
2022-03-10,-5.0_65.0,-5.0,65.0,29.0399169921875,35.400875091552734,[np.int64(1902285)]
2022-03-10,-5.0_85.0,-5.0,85.0,28.893999099731445,34.28526306152344,[np.int64(2902773)]
2022-03-10,13.0_87.0,13.0,87.0,27.062713623046875,32.83369827270508,"[np.int64(2902772), np.int64(2902770)]"
2022-03-10,13.0_89.0,13.0,89.0,27.11199951171875,32.70798110961914,[np.int64(2902768)]
2022-03-10,15.0_67.0,15.0,67.0,27.338396072387695,36.38642501831055,[np.int64(2902270)]
2022-03-10,17.0_89.0,17.0,89.0,27.000778198242188,32.91066360473633,[np.int64(2902758)]
2022-03-10,19.0_65.0,19.0,65.0,25.82334327697754,36.113189697265625,[np.int64(2902272)]
2022-03-10,21.0_61.0,21.0,61.0,24.848934173583984,36.682865142822266,[np.int64(6903059)]
2022-03-10,3.0_93.0,3.0,93.0,29.71183204650879,34.387699127197266,[np.int64(5904729)]
2022-03-18,-1.0_67.0,-1.0,67.0,29.73900032043457,35.183555603027344,[np.int64(2902851)]
2022-03-18,-13.0_71.0,-13.0,71.0,28.68625831604004,34.215450286865234,[np.int64(1901843)]
2022-03-18,-3.0_59.0,-3.0,59.0,29.529516220092773,35.45408248901367,[np.int64(1901842)]
2022-03-18,-3.0_89.0,-3.0,89.0,28.5291748046875,34.61419677734375,[np.int64(2901862)]
2022-03-18,-5.0_71.0,-5.0,71.0,29.05986976623535,34.84342956542969,[np.int64(3902283)]
2022-03-18,-5.0_77.0,-5.0,77.0,27.99930191040039,34.036399841308594,[np.int64(2902848)]
2022-03-18,1.0_73.0,1.0,73.0,29.396333694458008,34.44062423706055,[np.int64(2902182)]
2022-03-18,13.0_89.0,13.0,89.0,27.969934463500977,32.90019226074219,[np.int64(2902766)]
2022-03-18,21.0_61.0,21.0,61.0,25.22377586364746,36.65660095214844,[np.int64(6903059)]
2022-03-28,-1.0_67.0,-1.0,67.0,29.577667236328125,35.20922088623047,[np.int64(2902851)]
2022-03-28,-15.0_71.0,-15.0,71.0,28.579063415527344,34.43584442138672,[np.int64(1901843)]
2022-03-28,-3.0_89.0,-3.0,89.0,29.056608200073242,34.3199577331543,[np.int64(2901862)]
2022-03-28,-5.0_71.0,-5.0,71.0,28.914304733276367,34.974647521972656,[np.int64(3902283)]
2022-03-28,-5.0_77.0,-5.0,77.0,28.225698471069336,34.20389938354492,[np.int64(2902848)]
2022-03-28,13.0_89.0,13.0,89.0,28.93993377685547,32.920230865478516,[np.int64(2902766)]
2022-03-28,21.0_61.0,21.0,61.0,25.546600341796875,36.738243103027344,[np.int64(6903059)]
2022-03-28,3.0_73.0,3.0,73.0,29.5987606048584,34.260799407958984,[np.int64(2902182)]
2022-04-01,-1.0_73.0,-1.0,73.0,29.203466415405273,35.14424514770508,[np.int64(2902243)]
2022-04-01,-15.0_87.0,-15.0,87.0,27.7447452545166,34.13495635986328,"[np.int64(5906276), np.int64(1902052)]"
2022-04-01,-3.0_61.0,-3.0,61.0,28.922000885009766,35.49824905395508,[np.int64(1901900)]
2022-04-01,-5.0_81.0,-5.0,81.0,27.3708438873291,34.92369079589844,[np.int64(2903390)]
2022-04-01,-9.0_81.0,-9.0,81.0,28.220666885375977,34.09725570678711,[np.int64(5904941)]
2022-04-01,1.0_87.0,1.0,87.0,29.703022003173828,34.86431121826172,[np.int64(2902244)]
2022-04-01,15.0_69.0,15.0,69.0,28.577728271484375,35.43461990356445,[np.int64(2902265)]
2022-04-01,23.0_61.0,23.0,61.0,25.679975509643555,36.700748443603516,[np.int64(6903059)]
2022-04-01,3.0_85.0,3.0,85.0,29.59755516052246,34.47600173950195,[np.int64(2902853)]
2022-04-01,3.0_93.0,3.0,93.0,29.90784454345703,34.05791091918945,[np.int64(2902245)]
2022-04-01,5.0_73.0,5.0,73.0,29.72821807861328,34.2242431640625,[np.int64(1902284)]
2022-04-01,5.0_89.0,5.0,89.0,30.035400390625,34.6973991394043,[np.int64(2902764)]
2022-04-01,7.0_63.0,7.0,63.0,29.097139358520508,35.2445182800293,[np.int64(2902388)]
2022-04-10,-1.0_81.0,-1.0,81.0,29.70810890197754,34.95577621459961,[np.int64(2902850)]
2022-04-10,-13.0_83.0,-13.0,83.0,28.303251266479492,34.00376510620117,[np.int64(5906280)]
2022-04-10,-15.0_63.0,-15.0,63.0,27.416000366210938,34.92578125,[np.int64(1902056)]
2022-04-10,-15.0_93.0,-15.0,93.0,28.28832244873047,34.139892578125,[np.int64(1902054)]
2022-04-10,-3.0_79.0,-3.0,79.0,29.163249969482422,34.44874954223633,[np.int64(1901910)]
2022-04-10,-7.0_81.0,-7.0,81.0,28.228736877441406,34.69635772705078,[np.int64(2903390)]
2022-04-10,1.0_77.0,1.0,77.0,29.88407325744629,34.728633880615234,[np.int64(2902777)]
2022-04-10,13.0_59.0,13.0,59.0,27.65587615966797,36.53989028930664,[np.int64(1901739)]
2022-04-10,13.0_65.0,13.0,65.0,28.24696922302246,36.16716003417969,[np.int64(2902270)]
2022-04-10,21.0_65.0,21.0,65.0,27.1492862701416,36.24392318725586,[np.int64(2902276)]
2022-04-10,23.0_61.0,23.0,61.0,26.11250114440918,36.48954391479492,[np.int64(6903046)]
2022-04-10,23.0_63.0,23.0,63.0,25.239273071289062,36.155853271484375,"[np.int64(6903063), np.int64(6903008)]"
2022-04-18,-1.0_85.0,-1.0,85.0,30.56153678894043,34.814720153808594,[np.int64(2902767)]
2022-04-18,-11.0_81.0,-11.0,81.0,28.220354080200195,34.12522888183594,[np.int64(2903391)]
2022-04-18,-5.0_85.0,-5.0,85.0,29.400545120239258,34.10691833496094,[np.int64(2902773)]
2022-04-18,13.0_87.0,13.0,87.0,30.078922271728516,33.067901611328125,"[np.int64(2902770), np.int64(2902772)]"
2022-04-18,15.0_89.0,15.0,89.0,30.185466766357422,33.03837585449219,[np.int64(2902768)]
2022-04-18,17.0_67.0,17.0,67.0,28.85108757019043,36.153202056884766,[np.int64(2902271)]
2022-04-18,17.0_69.0,17.0,69.0,28.464136123657227,35.72480773925781,[np.int64(2902275)]
2022-04-18,23.0_63.0,23.0,63.0,26.048442840576172,36.503562927246094,"[np.int64(6903046), np.int64(6903008), np.int64(6903063)]"
2022-04-28,-1.0_87.0,-1.0,87.0,30.592859268188477,34.62734603881836,[np.int64(2902767)]
2022-04-28,-5.0_85.0,-5.0,85.0,30.081600189208984,34.117244720458984,[np.int64(2902773)]
2022-04-28,-7.0_81.0,-7.0,81.0,28.1646728515625,34.819881439208984,[np.int64(2903390)]
2022-04-28,13.0_87.0,13.0,87.0,30.863964080810547,33.23917770385742,"[np.int64(2902770), np.int64(2902772)]"
2022-04-28,15.0_67.0,15.0,67.0,29.049053192138672,36.20419692993164,[np.int64(2902271)]
2022-04-28,15.0_89.0,15.0,89.0,30.394733428955078,32.861392974853516,[np.int64(2902768)]
2022-04-28,21.0_63.0,21.0,63.0,26.934667587280273,36.50685501098633,[np.int64(6903046)]
2022-04-28,23.0_63.0,23.0,63.0,26.89793586730957,36.697383880615234,[np.int64(6903063)]
2022-04-28,25.0_63.0,25.0,63.0,26.614744186401367,36.33125305175781,[np.int64(6903008)]
2022-05-01,-15.0_87.0,-15.0,87.0,28.021129608154297,34.15095901489258,[np.int64(1902052)]
2022-05-01,-3.0_71.0,-3.0,71.0,29.88319969177246,35.47346878051758,[np.int64(2902243)]
2022-05-01,-7.0_73.0,-7.0,73.0,25.12487030029297,34.53697967529297,[np.int64(5905201)]
2022-05-01,-9.0_83.0,-9.0,83.0,26.713159561157227,34.459815979003906,[np.int64(5904941)]
2022-05-01,1.0_87.0,1.0,87.0,30.230710983276367,34.44540023803711,[np.int64(2902244)]
2022-05-01,1.0_93.0,1.0,93.0,30.14990997314453,34.37820053100586,[np.int64(2902245)]
2022-05-01,11.0_87.0,11.0,87.0,29.752899169921875,33.35799789428711,[np.int64(2902837)]
2022-05-01,15.0_69.0,15.0,69.0,30.178232192993164,35.45170593261719,[np.int64(2902265)]
2022-05-01,21.0_61.0,21.0,61.0,27.14645767211914,36.765869140625,[np.int64(6903059)]
2022-05-01,23.0_63.0,23.0,63.0,26.468040466308594,36.648826599121094,[np.int64(6903060)]
2022-05-01,3.0_73.0,3.0,73.0,29.210302352905273,34.406246185302734,[np.int64(1902284)]
2022-05-01,3.0_89.0,3.0,89.0,30.433334350585938,34.595584869384766,[np.int64(2902764)]
2022-05-01,5.0_85.0,5.0,85.0,30.301109313964844,34.30881118774414,[np.int64(2902853)]
2022-05-10,-1.0_81.0,-1.0,81.0,29.386444091796875,34.96821975708008,[np.int64(2902850)]
2022-05-10,-13.0_83.0,-13.0,83.0,27.92926025390625,34.119998931884766,[np.int64(5906280)]
2022-05-10,-13.0_87.0,-13.0,87.0,27.808792114257812,34.104095458984375,[np.int64(5906276)]
2022-05-10,-15.0_93.0,-15.0,93.0,27.03818130493164,34.24563217163086,"[np.int64(5906277), np.int64(1902054)]"
2022-05-10,1.0_73.0,1.0,73.0,29.82961654663086,34.67503356933594,[np.int64(2902777)]
2022-05-10,11.0_61.0,11.0,61.0,28.122331619262695,36.32694625854492,[np.int64(1901739)]
2022-05-10,11.0_85.0,11.0,85.0,30.02349853515625,33.12802505493164,[np.int64(2902852)]
2022-05-10,13.0_65.0,13.0,65.0,29.90195655822754,35.634803771972656,[np.int64(2902270)]
2022-05-10,13.0_87.0,13.0,87.0,29.153600692749023,33.114498138427734,[np.int64(2902837)]
2022-05-10,17.0_89.0,17.0,89.0,29.92850112915039,32.70090103149414,[np.int64(2902758)]
2022-05-10,21.0_63.0,21.0,63.0,26.926292419433594,36.6332893371582,[np.int64(6903046)]
2022-05-10,23.0_65.0,23.0,65.0,28.056215286254883,36.2906608581543,[np.int64(2902276)]
2022-05-10,25.0_63.0,25.0,63.0,26.64329719543457,36.58501052856445,"[np.int64(6903063), np.int64(6903008)]"
2022-05-10,7.0_67.0,7.0,67.0,30.008066177368164,35.34040069580078,[np.int64(2902388)]
2022-05-18,-5.0_59.0,-5.0,59.0,27.88796615600586,35.394771575927734,[np.int64(1901842)]
2022-05-18,-7.0_59.0,-7.0,59.0,26.913999557495117,34.88957214355469,[np.int64(5903862)]
2022-05-18,15.0_67.0,15.0,67.0,29.424762725830078,36.294776916503906,[np.int64(2902271)]
2022-05-18,17.0_69.0,17.0,69.0,29.068037033081055,35.596683502197266,[np.int64(2902275)]
2022-05-18,21.0_65.0,21.0,65.0,26.641645431518555,36.54043960571289,[np.int64(6903046)]
2022-05-18,25.0_61.0,25.0,61.0,26.094167709350586,36.56768798828125,[np.int64(6903063)]
2022-05-18,25.0_63.0,25.0,63.0,27.228282928466797,36.70143508911133,[np.int64(6903008)]
2022-05-28,15.0_67.0,15.0,67.0,29.821504592895508,36.21664810180664,[np.int64(2902271)]
2022-05-28,21.0_65.0,21.0,65.0,28.20706558227539,36.53206253051758,[np.int64(6903046)]
2022-05-28,23.0_61.0,23.0,61.0,26.27580451965332,36.66343307495117,[np.int64(6903063)]
2022-05-28,25.0_63.0,25.0,63.0,27.108701705932617,36.593509674072266,[np.int64(6903008)]
2022-06-01,-1.0_65.0,-1.0,65.0,30.457664489746094,35.506553649902344,[np.int64(2902851)]
2022-06-01,-11.0_85.0,-11.0,85.0,26.51133155822754,34.26002883911133,[np.int64(2901861)]
2022-06-01,-11.0_93.0,-11.0,93.0,27.49156379699707,34.131160736083984,[np.int64(5905405)]
2022-06-01,-15.0_73.0,-15.0,73.0,27.281923294067383,34.134803771972656,[np.int64(2902293)]
2022-06-01,-5.0_73.0,-5.0,73.0,28.651098251342773,35.29540252685547,[np.int64(2902848)]
2022-06-01,-9.0_65.0,-9.0,65.0,28.65230941772461,34.96915054321289,[np.int64(2902292)]
2022-06-01,1.0_71.0,1.0,71.0,29.940776824951172,34.97384262084961,[np.int64(2902238)]
2022-06-01,1.0_93.0,1.0,93.0,29.93535804748535,34.162818908691406,[np.int64(2902778)]
2022-06-01,21.0_65.0,21.0,65.0,28.133562088012695,36.474708557128906,[np.int64(6903046)]
2022-06-01,23.0_61.0,23.0,61.0,26.048851013183594,36.65216827392578,[np.int64(6903063)]
2022-06-01,25.0_63.0,25.0,63.0,26.495229721069336,36.469417572021484,[np.int64(6903008)]
2022-06-10,-1.0_71.0,-1.0,71.0,29.788999557495117,35.49664306640625,[np.int64(2902243)]
2022-06-10,-11.0_87.0,-11.0,87.0,25.7708683013916,34.36106872558594,[np.int64(2901861)]
2022-06-10,-3.0_91.0,-3.0,91.0,29.690834045410156,34.715335845947266,[np.int64(2902183)]
2022-06-10,-5.0_59.0,-5.0,59.0,25.69325065612793,35.34825134277344,[np.int64(1901900)]
2022-06-10,-9.0_85.0,-9.0,85.0,26.773916244506836,34.2749137878418,[np.int64(5904941)]
2022-06-10,13.0_65.0,13.0,65.0,29.043724060058594,36.02736282348633,[np.int64(2902270)]
2022-06-10,23.0_61.0,23.0,61.0,27.900468826293945,36.675086975097656,[np.int64(6903059)]
2022-06-10,25.0_61.0,25.0,61.0,26.022871017456055,36.63770294189453,[np.int64(6903060)]
2022-06-10,3.0_73.0,3.0,73.0,29.3376522064209,34.88996124267578,[np.int64(1902284)]
2022-06-10,3.0_83.0,3.0,83.0,29.23210906982422,34.48442077636719,[np.int64(2902853)]
2022-06-10,3.0_87.0,3.0,87.0,29.654308319091797,34.327308654785156,[np.int64(2902764)]
2022-06-10,3.0_93.0,3.0,93.0,29.500732421875,33.997310638427734,[np.int64(2902245)]
2022-06-10,9.0_81.0,9.0,81.0,29.43039894104004,33.59356689453125,[np.int64(2902394)]
2022-06-18,-1.0_89.0,-1.0,89.0,29.618000030517578,34.82847213745117,[np.int64(2902767)]
2022-06-18,-13.0_81.0,-13.0,81.0,26.230066299438477,34.243350982666016,[np.int64(1902053)]
2022-06-18,-3.0_77.0,-3.0,77.0,29.44824981689453,35.437252044677734,[np.int64(1901910)]
2022-06-18,-5.0_59.0,-5.0,59.0,26.63982582092285,35.44499969482422,[np.int64(1902285)]
2022-06-18,-5.0_87.0,-5.0,87.0,29.4561824798584,34.616851806640625,[np.int64(2902773)]
2022-06-18,-5.0_91.0,-5.0,91.0,29.49757194519043,34.643714904785156,[np.int64(1901443)]
2022-06-18,13.0_61.0,13.0,61.0,28.378250122070312,36.580074310302734,[np.int64(1901739)]
2022-06-18,13.0_87.0,13.0,87.0,29.709447860717773,33.23762130737305,"[np.int64(2902837), np.int64(2902770), np.int64(2902772)]"
2022-06-18,15.0_67.0,15.0,67.0,29.205101013183594,35.962703704833984,[np.int64(2902271)]
2022-06-18,15.0_89.0,15.0,89.0,29.73230743408203,32.68135070800781,[np.int64(2902768)]
2022-06-18,17.0_65.0,17.0,65.0,29.452320098876953,36.396976470947266,"[np.int64(2902272), np.int64(2902273)]"
2022-06-18,17.0_89.0,17.0,89.0,30.00955581665039,32.84400177001953,[np.int64(2902758)]
2022-06-18,21.0_63.0,21.0,63.0,28.983423233032227,36.6959342956543,[np.int64(6903059)]
2022-06-18,25.0_59.0,25.0,59.0,26.476959228515625,36.62849807739258,[np.int64(6903060)]
2022-06-18,3.0_89.0,3.0,89.0,28.938400268554688,34.05876159667969,[np.int64(5904729)]
2022-06-18,9.0_67.0,9.0,67.0,29.42026710510254,35.93586730957031,[np.int64(2902388)]
2022-06-28,-1.0_89.0,-1.0,89.0,29.71164321899414,34.63515853881836,[np.int64(2902767)]
2022-06-28,-13.0_81.0,-13.0,81.0,26.116161346435547,34.303409576416016,[np.int64(1902053)]
2022-06-28,-3.0_77.0,-3.0,77.0,29.549625396728516,35.488372802734375,[np.int64(1901910)]
2022-06-28,-5.0_59.0,-5.0,59.0,27.07434844970703,35.52560806274414,[np.int64(1902285)]
2022-06-28,-5.0_87.0,-5.0,87.0,29.098167419433594,34.30704116821289,[np.int64(2902773)]
2022-06-28,-5.0_89.0,-5.0,89.0,29.36614418029785,34.70600128173828,[np.int64(1901443)]
2022-06-28,13.0_61.0,13.0,61.0,27.49700164794922,36.51851272583008,[np.int64(1901739)]
2022-06-28,13.0_87.0,13.0,87.0,29.613571166992188,32.984657287597656,[np.int64(2902770)]
2022-06-28,15.0_67.0,15.0,67.0,28.62744903564453,36.176414489746094,[np.int64(2902271)]
2022-06-28,15.0_89.0,15.0,89.0,29.683427810668945,33.29801559448242,[np.int64(2902772)]
2022-06-28,17.0_63.0,17.0,63.0,29.029006958007812,36.507896423339844,[np.int64(2902272)]
2022-06-28,17.0_65.0,17.0,65.0,28.66041374206543,36.036441802978516,[np.int64(2902273)]
2022-06-28,17.0_89.0,17.0,89.0,29.753210067749023,33.0794792175293,"[np.int64(2902768), np.int64(2902758)]"
2022-06-28,23.0_63.0,23.0,63.0,29.2044677734375,36.59531784057617,[np.int64(6903059)]
2022-06-28,3.0_89.0,3.0,89.0,28.894834518432617,33.9219856262207,[np.int64(5904729)]
2022-06-28,9.0_67.0,9.0,67.0,28.97258758544922,35.58544921875,[np.int64(2902388)]
2022-07-01,-1.0_63.0,-1.0,63.0,29.68022346496582,35.33655548095703,[np.int64(2902851)]
2022-07-01,-11.0_83.0,-11.0,83.0,26.39434051513672,34.234893798828125,[np.int64(2903391)]
2022-07-01,-11.0_93.0,-11.0,93.0,27.163665771484375,33.99654006958008,[np.int64(5905405)]
2022-07-01,-15.0_71.0,-15.0,71.0,25.647075653076172,34.221473693847656,[np.int64(2902293)]
2022-07-01,-5.0_71.0,-5.0,71.0,28.1481990814209,35.423301696777344,[np.int64(2902848)]
2022-07-01,-9.0_65.0,-9.0,65.0,26.69953727722168,34.734615325927734,[np.int64(2902292)]
2022-07-01,1.0_69.0,1.0,69.0,29.98064422607422,35.041866302490234,[np.int64(2902238)]
2022-07-01,1.0_93.0,1.0,93.0,29.106666564941406,33.84244155883789,[np.int64(2902778)]
2022-07-01,21.0_67.0,21.0,67.0,27.66604232788086,36.34648895263672,[np.int64(6903046)]
2022-07-01,23.0_61.0,23.0,61.0,26.475933074951172,36.73189163208008,[np.int64(6903063)]
2022-07-01,25.0_65.0,25.0,65.0,26.88623809814453,36.5350456237793,[np.int64(6903008)]
2022-07-10,-1.0_69.0,-1.0,69.0,29.78750991821289,35.239688873291016,[np.int64(2902243)]
2022-07-10,-11.0_83.0,-11.0,83.0,26.06395721435547,34.291908264160156,[np.int64(2903391)]
2022-07-10,-11.0_85.0,-11.0,85.0,24.20840072631836,34.591888427734375,[np.int64(5904941)]
2022-07-10,-15.0_87.0,-15.0,87.0,26.070226669311523,34.5074577331543,[np.int64(1902052)]
2022-07-10,-7.0_61.0,-7.0,61.0,24.51799964904785,35.319252014160156,[np.int64(1901900)]
2022-07-10,-9.0_87.0,-9.0,87.0,24.613126754760742,34.56965255737305,[np.int64(2901861)]
2022-07-10,1.0_79.0,1.0,79.0,28.9130859375,34.38966751098633,[np.int64(1902284)]
2022-07-10,23.0_59.0,23.0,59.0,25.809284210205078,36.67509460449219,[np.int64(6903060)]
2022-07-10,23.0_61.0,23.0,61.0,27.654022216796875,36.428199768066406,[np.int64(6903059)]
2022-07-10,23.0_67.0,23.0,67.0,28.704145431518555,36.51705551147461,[np.int64(2902276)]
2022-07-10,3.0_89.0,3.0,89.0,29.0302677154541,34.14500045776367,[np.int64(2902764)]
2022-07-10,3.0_93.0,3.0,93.0,29.177379608154297,33.92422103881836,[np.int64(2902245)]
2022-07-10,5.0_85.0,5.0,85.0,28.760332107543945,34.451290130615234,[np.int64(2902853)]
2022-07-18,-1.0_91.0,-1.0,91.0,29.843067169189453,34.51795959472656,[np.int64(2902767)]
2022-07-18,-15.0_95.0,-15.0,95.0,26.686418533325195,34.01288604736328,[np.int64(1902054)]
2022-07-18,-5.0_87.0,-5.0,87.0,29.1921329498291,35.185447692871094,[np.int64(2902773)]
2022-07-18,13.0_59.0,13.0,59.0,25.01708221435547,36.10115051269531,[np.int64(1901739)]
2022-07-18,13.0_87.0,13.0,87.0,28.909000396728516,33.16291427612305,[np.int64(2902770)]
2022-07-18,15.0_65.0,15.0,65.0,27.26300811767578,36.385616302490234,[np.int64(2902273)]
2022-07-18,15.0_67.0,15.0,67.0,27.337120056152344,36.35878372192383,[np.int64(2902271)]
2022-07-18,15.0_87.0,15.0,87.0,28.590534210205078,33.06346130371094,[np.int64(2902772)]
2022-07-18,17.0_89.0,17.0,89.0,28.477285385131836,33.01919174194336,[np.int64(2902768)]
2022-07-18,19.0_63.0,19.0,63.0,27.229230880737305,36.518856048583984,[np.int64(2902272)]
2022-07-18,23.0_61.0,23.0,61.0,27.06220817565918,36.42293930053711,[np.int64(6903059)]
2022-07-18,25.0_61.0,25.0,61.0,26.026065826416016,36.642704010009766,[np.int64(6903060)]
2022-07-18,3.0_89.0,3.0,89.0,29.12104034423828,33.908878326416016,[np.int64(5904729)]
2022-07-28,-1.0_91.0,-1.0,91.0,29.105384826660156,34.41291427612305,[np.int64(2902767)]
2022-07-28,-11.0_85.0,-11.0,85.0,24.67064094543457,34.60697555541992,[np.int64(2903391)]
2022-07-28,-15.0_95.0,-15.0,95.0,26.356258392333984,34.07832336425781,[np.int64(1902054)]
2022-07-28,-3.0_75.0,-3.0,75.0,28.505624771118164,35.14212417602539,[np.int64(1901910)]
2022-07-28,-5.0_87.0,-5.0,87.0,28.532800674438477,34.87379455566406,[np.int64(2902773)]
2022-07-28,13.0_87.0,13.0,87.0,29.61084747314453,33.17489242553711,[np.int64(2902770)]
2022-07-28,15.0_67.0,15.0,67.0,27.086669921875,36.46240234375,[np.int64(2902273)]
2022-07-28,15.0_87.0,15.0,87.0,29.771333694458008,32.9838752746582,[np.int64(2902772)]
2022-07-28,17.0_89.0,17.0,89.0,29.572065353393555,33.05976104736328,[np.int64(2902768)]
2022-07-28,19.0_63.0,19.0,63.0,27.050155639648438,36.49922561645508,[np.int64(2902272)]
2022-07-28,23.0_61.0,23.0,61.0,27.305665969848633,36.689064025878906,[np.int64(6903059)]
2022-07-28,23.0_63.0,23.0,63.0,26.062957763671875,36.422855377197266,[np.int64(6903060)]
2022-07-28,3.0_89.0,3.0,89.0,28.724042892456055,34.017696380615234,[np.int64(5904729)]
2022-07-28,9.0_85.0,9.0,85.0,28.57282829284668,34.08106994628906,[np.int64(2902394)]
2022-08-01,-1.0_85.0,-1.0,85.0,28.89328956604004,34.82124328613281,[np.int64(2902240)]
2022-08-01,1.0_93.0,1.0,93.0,29.18021583557129,34.33839797973633,[np.int64(2902778)]
2022-08-01,13.0_63.0,13.0,63.0,27.175634384155273,36.545082092285156,[np.int64(2902270)]
2022-08-01,17.0_63.0,17.0,63.0,26.569110870361328,36.39580154418945,[np.int64(2902263)]
2022-08-01,21.0_61.0,21.0,61.0,27.795564651489258,36.86619567871094,[np.int64(6903059)]
2022-08-01,23.0_63.0,23.0,63.0,25.693696975708008,36.47505569458008,[np.int64(6903060)]
2022-08-01,3.0_89.0,3.0,89.0,28.547700881958008,34.05784225463867,[np.int64(2903132)]
2022-08-01,7.0_91.0,7.0,91.0,28.476299285888672,33.83039093017578,[np.int64(2902294)]
2022-08-10,-11.0_67.0,-11.0,67.0,25.129844665527344,35.017417907714844,[np.int64(2902292)]
